"filename", "language", "Dart", "comment", "blank", "total"
"d:\Flutter Application\book_store\lib\Authentication Service\auth_service.dart", "Dart", 5, 0, 0, 5
"d:\Flutter Application\book_store\lib\Cart\ui\cart_item_loading.dart", "Dart", 1, 0, 0, 1
"d:\Flutter Application\book_store\lib\Category\ChildCategory\ui\child_category_page.dart", "Dart", 5, 0, 0, 5
"d:\Flutter Application\book_store\lib\Category\ComicCategory\ui\comic_category_page.dart", "Dart", 6, 0, 0, 6
"d:\Flutter Application\book_store\lib\Category\LiteratureCategory\ui\literature_category_page.dart", "Dart", 6, 0, 0, 6
"d:\Flutter Application\book_store\lib\Category\OtherCategory\ui\other_category_page.dart", "Dart", 6, 0, 0, 6
"d:\Flutter Application\book_store\lib\Category\SGKCategory\ui\sgk_category_page.dart", "Dart", 6, 0, 0, 6
"d:\Flutter Application\book_store\lib\Category\ScienceCategory\ui\science_category_page.dart", "Dart", 6, 0, 0, 6
"d:\Flutter Application\book_store\lib\Category\category_loading_state.dart", "Dart", 1, 0, 0, 1
"d:\Flutter Application\book_store\lib\ChangePasswordPage\bloc\change_pass_bloc.dart", "Dart", 80, 0, 9, 89
"d:\Flutter Application\book_store\lib\ChangePasswordPage\bloc\change_pass_event.dart", "Dart", 15, 0, 6, 21
"d:\Flutter Application\book_store\lib\ChangePasswordPage\bloc\change_pass_state.dart", "Dart", 21, 0, 9, 30
"d:\Flutter Application\book_store\lib\ChangePasswordPage\ui\change_pass_page.dart", "Dart", 240, 0, 7, 247
"d:\Flutter Application\book_store\lib\ChangeProfilePage\bloc\edit_profile_bloc.dart", "Dart", 84, 1, 20, 105
"d:\Flutter Application\book_store\lib\ChangeProfilePage\bloc\edit_profile_event.dart", "Dart", 21, 0, 6, 27
"d:\Flutter Application\book_store\lib\ChangeProfilePage\bloc\edit_profile_state.dart", "Dart", 33, 0, 8, 41
"d:\Flutter Application\book_store\lib\ChangeProfilePage\ui\change_info_loading.dart", "Dart", 227, 0, 3, 230
"d:\Flutter Application\book_store\lib\ChangeProfilePage\ui\change_info_page.dart", "Dart", 539, 0, 20, 559
"d:\Flutter Application\book_store\lib\Checkout\bloc\checkout_bloc.dart", "Dart", 32, 0, 2, 34
"d:\Flutter Application\book_store\lib\Checkout\ui\payment_method_page.dart", "Dart", 0, 4, 0, 4
"d:\Flutter Application\book_store\lib\CustomWidget\category_shimmer.dart", "Dart", 1, 0, 0, 1
"d:\Flutter Application\book_store\lib\CustomWidget\custom_toast.dart", "Dart", 36, 0, 3, 39
"d:\Flutter Application\book_store\lib\CustomWidget\product_shimmer_item.dart", "Dart", 1, 0, 0, 1
"d:\Flutter Application\book_store\lib\Favorite\ui\favorite_item.dart", "Dart", -1, 1, 0, 0
"d:\Flutter Application\book_store\lib\Favorite\ui\favorite_page.dart", "Dart", 8, 0, 0, 8
"d:\Flutter Application\book_store\lib\Home\ui\home_page_loading.dart", "Dart", 1, 0, 0, 1
"d:\Flutter Application\book_store\lib\Login_Register\default_login.dart", "Dart", 2, 0, 0, 2
"d:\Flutter Application\book_store\lib\Notification\bloc\notification_bloc.dart", "Dart", 104, 0, 21, 125
"d:\Flutter Application\book_store\lib\Notification\bloc\notification_event.dart", "Dart", 20, 0, 11, 31
"d:\Flutter Application\book_store\lib\Notification\bloc\notification_state.dart", "Dart", 15, 0, 7, 22
"d:\Flutter Application\book_store\lib\Notification\tin_nhan_page.dart", "Dart", -10, 0, -3, -13
"d:\Flutter Application\book_store\lib\Notification\ui\empty_notification_page.dart", "Dart", 34, 0, 3, 37
"d:\Flutter Application\book_store\lib\Notification\ui\notification_item.dart", "Dart", 82, 0, 4, 86
"d:\Flutter Application\book_store\lib\Notification\ui\notification_loading_item.dart", "Dart", 94, 0, 3, 97
"d:\Flutter Application\book_store\lib\Notification\ui\notification_loading_page.dart", "Dart", 82, 0, 5, 87
"d:\Flutter Application\book_store\lib\Notification\ui\notification_page.dart", "Dart", 163, 0, 6, 169
"d:\Flutter Application\book_store\lib\ProductDetail\bloc\product_bloc.dart", "Dart", 22, 0, 4, 26
"d:\Flutter Application\book_store\lib\ProductDetail\bloc\product_state.dart", "Dart", 3, 0, 0, 3
"d:\Flutter Application\book_store\lib\ProductDetail\ui\comment.dart", "Dart", 131, 0, 4, 135
"d:\Flutter Application\book_store\lib\ProductDetail\ui\product_description.dart", "Dart", 91, 0, 4, 95
"d:\Flutter Application\book_store\lib\ProductDetail\ui\product_detail_page.dart", "Dart", -161, 0, 0, -161
"d:\Flutter Application\book_store\lib\ProductDetail\ui\product_header.dart", "Dart", 134, 0, 4, 138
"d:\Flutter Application\book_store\lib\ProductDetail\ui\product_images.dart", "Dart", 1, 0, 0, 1
"d:\Flutter Application\book_store\lib\ProductDetail\ui\star_point.dart", "Dart", -14, 0, 0, -14
"d:\Flutter Application\book_store\lib\ProductFeedback\bloc\product_feedback_bloc.dart", "Dart", 40, 0, 10, 50
"d:\Flutter Application\book_store\lib\ProductFeedback\bloc\product_feedback_event.dart", "Dart", 14, 0, 5, 19
